Shoulder_Angle_Left,Shoulder_Angle_Right,Elbow_Angle_Left,Elbow_Angle_Right,Hip_Angle_Left,Hip_Angle_Right,Knee_Angle_Left,Knee_Angle_Right,Label
55.310207,57.380287,164.23021,169.57193,63.150135,61.893127,93.65514,94.883736,situp
61.693993,65.77471,165.19775,169.43857,56.442726,52.57611,88.90259,94.05351,situp
61.801968,65.87142,165.2607,169.50772,56.445602,52.6346,89.11952,94.0304,situp
62.417564,69.66535,163.60472,175.28435,51.11196,48.847668,89.09699,94.25108,situp
64.11047,69.55432,166.31737,175.25941,47.74163,44.949783,86.961075,93.08292,situp
63.995953,67.03106,164.59393,169.80708,46.049908,43.733532,88.67417,93.232574,situp
69.74869,69.256714,171.99484,172.94275,38.297493,37.43415,86.77516,91.49757,situp
70.15762,70.5401,172.75845,174.05173,32.187096,31.164669,83.31463,87.533554,situp
70.116066,70.52646,172.74162,174.0842,32.211018,31.169369,83.30833,87.44601,situp
69.34433,71.99641,172.35336,175.62018,27.874435,25.514204,78.92727,84.12687,situp
69.34438,71.58643,169.10014,172.24182,24.400366,18.430698,72.88591,77.98998,situp
67.72592,72.8781,166.94803,172.7195,20.110363,15.676044,71.4758,76.18911,situp
71.01905,72.70913,169.16405,170.71701,20.572231,13.674445,78.13217,79.173935,situp
71.17078,68.82932,168.30566,166.69678,21.441101,15.168891,80.64807,83.02389,situp
71.04244,68.78814,168.26826,166.61856,21.644772,15.26795,80.76884,82.97332,situp
70.893425,69.866714,167.89093,164.465,19.172838,13.124299,80.26348,81.10201,situp
70.15292,71.44272,166.4239,165.61247,20.575089,16.071224,79.675514,80.04134,situp
70.602974,70.77023,167.19232,164.04543,24.207798,20.466532,83.64451,81.61453,situp
71.95698,69.04402,168.03955,160.36015,21.700523,16.06878,85.205284,84.61187,situp
72.31925,70.50557,166.95193,160.77847,26.668749,20.382046,86.56514,85.65666,situp
72.3279,70.83344,166.87279,160.80232,26.891783,20.674889,86.763405,85.81019,situp
73.14719,71.15018,167.50298,159.63335,28.373444,22.43297,86.99533,84.273605,situp
73.29684,72.36662,167.57684,160.49222,27.348717,21.335085,86.595634,84.51063,situp
73.437325,72.41596,167.43388,160.36407,27.870716,22.086226,87.42816,85.46818,situp
73.77822,72.733734,167.92435,160.29225,28.183743,22.473297,87.69451,84.35504,situp
74.316414,72.099396,168.28508,159.33096,28.159517,22.510817,87.40201,84.59007,situp
74.154175,72.378586,168.28697,159.72922,28.047518,22.330114,87.15133,84.03511,situp
13.881337,15.357978,73.1253,52.485718,58.336082,58.73144,68.817665,70.919464,situp
14.123339,15.419211,73.381195,52.264847,58.13824,58.513203,68.79744,70.95469,situp
11.246034,16.511572,71.52666,54.490093,55.84915,59.352005,66.47964,70.46542,situp
13.034463,17.322037,74.10104,51.353195,57.958237,57.685562,67.66743,68.09986,situp
13.00047,17.82549,73.360054,51.87719,58.631325,56.948444,68.242035,67.531235,situp
13.925963,18.565998,72.931206,52.542873,59.403866,56.788887,68.59162,67.023865,situp
14.367099,18.684414,73.5293,52.044758,59.500343,56.759476,68.98001,67.46407,situp
13.738036,17.954718,71.82377,52.760822,60.050896,57.76909,68.65487,68.04071,situp
12.528369,17.162477,72.92905,52.92864,60.562172,58.783085,68.31902,68.0856,situp
11.833897,17.382668,72.4499,55.175526,62.18949,61.160995,70.713356,71.035774,situp
12.202933,17.034895,73.17871,56.207325,63.7019,61.685417,72.46106,72.46342,situp
14.021666,17.447012,74.955345,59.106747,65.8423,67.344,73.78182,78.75416,situp
13.778917,17.019045,79.95915,58.089115,67.54197,67.64775,75.122154,78.363976,situp
14.548804,17.762508,83.21895,59.560886,68.23607,68.63799,76.65128,79.99171,situp
14.309042,17.226465,86.184494,60.850883,69.15962,69.438896,77.06283,80.4493,situp
11.564067,17.302734,85.545334,62.881176,68.287315,67.65283,78.73975,76.721146,situp
11.351229,17.10859,86.27638,63.645428,68.85947,68.37099,79.734,77.7007,situp
12.394317,16.757399,87.44309,64.70731,70.612656,70.90256,80.78974,78.80133,situp
14.9560795,16.254707,89.89754,67.74622,72.83519,73.131874,82.23498,79.981804,situp
15.676096,15.955447,89.83665,65.93589,73.38531,74.11611,81.61674,79.777374,situp
15.298615,14.469526,91.9713,64.00068,74.948235,75.4538,81.19917,79.07128,situp
14.710102,13.690472,88.81253,65.10219,80.38074,79.18399,81.58863,81.690216,situp
11.764469,11.581159,86.48931,68.56122,81.83011,82.29565,81.17608,82.47655,situp
11.767249,10.82911,91.75054,69.12928,82.99967,84.53609,81.378876,85.06628,situp
11.260296,9.213965,91.12687,69.010124,85.47937,86.20647,81.82088,85.89242,situp
9.666255,7.5255346,91.6328,70.120636,87.78494,88.922646,82.18459,85.72878,situp
8.576613,5.9320736,97.833435,69.72276,89.78825,90.94667,80.92095,84.32428,situp
6.814026,4.37918,100.78391,70.46956,93.28198,94.99179,82.35153,85.24982,situp
8.618966,4.1128507,108.1049,75.56241,100.49836,101.49143,84.89378,86.37427,situp
9.718286,3.5296965,107.02083,77.86028,104.33358,104.24764,86.371994,86.96679,situp
12.000584,3.2965748,109.2441,76.984665,105.19492,104.29833,88.164406,87.43507,situp
15.153091,2.0508046,113.365005,73.887276,109.97746,106.31466,96.266014,90.212906,situp
15.088129,1.5838735,113.434074,74.598656,112.7294,108.591866,97.776886,90.110374,situp
7.684594,0.27124202,109.26546,74.75338,116.364204,112.8368,94.0252,88.84822,situp
5.7139163,1.0349537,107.26529,74.61341,116.98339,114.25512,94.434,88.68623,situp
6.1332192,2.3963704,109.19522,76.76162,121.35705,119.07928,95.15609,89.705414,situp
5.8416386,3.6662881,107.57431,75.186066,122.27411,120.52465,94.764404,89.633224,situp
3.830372,4.467123,105.19708,74.84873,125.85313,122.7545,95.76024,89.69617,situp
9.171511,4.7035294,98.56202,74.05077,128.66766,123.924034,104.15164,94.65369,situp
8.112225,6.5731583,98.91547,73.79839,131.8767,127.67285,105.24774,96.173416,situp
1.8746104,8.294886,93.965256,70.43162,133.5242,131.78264,96.60735,90.537704,situp
1.1989361,10.266843,90.91577,68.49094,136.06837,135.23853,97.020195,91.39969,situp
2.3359025,11.503329,83.45253,68.90427,140.11292,136.94154,105.07303,94.4126,situp
1.4702023,12.181313,82.58792,68.10353,140.80823,137.40504,104.721176,93.70317,situp
0.27051967,12.436553,85.81964,68.76198,142.62776,138.60437,105.12182,93.47858,situp
0.7343536,12.615728,87.61781,69.18278,143.66035,139.84808,105.08869,93.7709,situp
2.2403562,13.613958,91.21936,69.02076,145.50214,141.30705,105.995346,93.56654,situp
2.9369166,13.661626,92.37936,70.3461,146.10835,142.13733,105.97244,93.735634,situp
2.530722,13.131456,93.538284,71.367256,146.62596,142.93965,105.80107,93.69837,situp
1.5395141,13.36073,92.50065,71.51021,146.78378,143.13261,105.59692,93.32566,situp
0.99916774,13.13816,89.36846,72.33222,146.80328,143.12961,105.34815,93.32722,situp
1.253982,12.963103,91.053535,72.61413,147.13713,143.29576,105.817986,93.59072,situp
1.5459832,12.971275,91.83958,72.823364,147.05032,143.61436,105.86409,94.13884,situp
3.6236897,13.499211,97.85404,71.96904,147.56621,143.31972,106.9829,94.069405,situp
2.659768,12.971078,94.364716,72.05317,146.29808,142.94553,105.98278,94.5608,situp
0.6268255,12.4214945,89.156075,71.73088,144.68852,141.86893,104.6143,94.426605,situp
0.2398483,12.045669,87.7235,72.82033,143.37445,140.0245,104.76022,94.406364,situp
3.8280706,10.958871,87.515045,74.00583,140.5978,137.81026,103.8746,93.30283,situp
4.8895235,9.545878,86.33941,76.25869,138.6305,134.88033,104.23184,92.727295,situp
6.9070277,9.353555,105.694405,78.02406,134.78629,129.93582,102.55065,91.30513,situp
11.159373,4.4449697,111.93917,86.23798,133.08348,127.15282,105.16754,94.85126,situp
14.23179,0.6290069,114.15264,89.76639,127.60704,122.34047,103.44319,93.88408,situp
9.248283,2.244197,114.14606,94.64096,124.744385,120.34655,95.71655,89.78565,situp
11.010828,5.246952,118.41326,95.54907,122.16921,117.85039,95.76657,90.00367,situp
8.897727,6.5281653,115.984886,96.1294,120.1063,116.45344,95.4319,91.25705,situp
9.822429,8.598204,107.0445,94.21527,110.60844,107.9053,93.74267,87.686165,situp
14.945197,9.617992,116.60109,97.54028,111.99207,108.31311,97.54834,92.45946,situp
17.014448,11.114217,116.568565,96.37238,108.39924,105.253975,96.648895,92.360245,situp
16.613274,13.43613,115.9586,101.74754,102.557434,102.97198,88.12766,89.39062,situp
20.231348,16.20341,114.36905,103.00456,97.16929,97.7161,86.80584,88.6949,situp
23.87355,19.590014,117.23666,104.72984,91.89862,95.306526,84.211655,89.07068,situp
24.819962,21.437466,116.37191,102.10805,88.62098,92.45014,83.01882,89.040665,situp
27.458807,24.406921,116.02199,101.84407,84.03119,88.101906,81.21826,87.756134,situp
29.791754,25.583372,116.00293,100.12898,81.66593,86.55417,79.92401,88.52728,situp
34.180546,27.898947,117.05715,99.97669,79.490204,83.05253,79.979355,87.74296,situp
36.430534,30.493736,118.81234,98.84851,77.88654,80.97713,82.40229,88.38911,situp
35.44383,30.560171,113.072334,95.11541,77.98823,77.76267,82.8295,85.91764,situp
37.2131,32.37879,117.46477,94.09663,72.08439,71.82727,81.60028,81.25185,situp
38.608433,34.007477,114.51759,89.58317,69.47597,69.23986,82.68213,81.44465,situp
41.97132,35.439026,112.91483,89.41395,66.97161,67.61386,82.92535,83.323265,situp
41.22563,37.28336,110.037056,86.200905,65.50582,65.671555,83.313065,83.257126,situp
42.903038,39.49494,112.03661,83.833664,64.52048,63.992702,83.511185,83.90325,situp
42.49382,39.445206,107.62222,80.54571,62.59219,60.937263,78.66431,82.580154,situp
43.78613,39.70401,110.95052,79.51471,63.38599,64.37035,80.17537,85.996864,situp
45.306976,41.659527,108.65494,80.403595,62.33548,65.19064,79.91662,88.87834,situp
45.024788,42.428772,106.754845,79.52425,61.378918,64.87961,79.61385,88.19381,situp
44.188015,42.90282,100.79055,74.95919,58.74366,57.623272,77.05809,81.69869,situp
44.133736,43.539078,93.20245,72.55987,58.047253,55.35334,77.41998,80.412186,situp
42.45575,44.004673,88.1432,70.11456,56.98658,53.95716,76.54492,78.768486,situp
42.360252,44.30281,88.875404,67.72484,55.08047,52.216526,74.93928,76.14406,situp
43.13056,45.169815,91.37364,68.302605,53.29492,51.23259,73.53736,75.72083,situp
43.160492,47.238636,94.534645,69.8644,57.519306,54.755226,75.56205,80.26771,situp
47.138134,50.472183,89.78406,59.87106,53.95979,46.85723,86.397255,85.18865,situp
44.6273,49.833366,86.1372,59.617336,51.40031,45.37521,83.98491,84.01992,situp
45.36203,52.13162,79.41101,60.039238,52.315094,45.847137,84.635796,85.9475,situp
45.129078,52.59464,74.64101,60.501568,51.00186,44.913383,83.72355,85.909164,situp
43.702442,52.0377,80.24305,61.62464,50.29104,46.08807,81.98791,85.01667,situp
44.630318,51.871365,82.772224,62.20165,50.388424,45.28784,81.778755,84.818756,situp
45.264107,52.86168,81.40811,61.34953,51.33741,46.743023,82.91417,87.05096,situp
45.8206,53.14586,81.08982,61.14542,50.79057,46.541237,82.441605,86.856476,situp
46.01211,53.19845,81.39369,60.982243,50.912872,46.37382,82.77857,86.84303,situp
46.014805,52.948483,82.12478,60.85246,51.24237,46.08883,82.45649,85.9494,situp
45.78058,52.937706,83.02478,60.876225,50.551327,45.173973,81.6605,84.98516,situp
46.30116,53.533504,72.748535,60.324665,50.51875,44.0727,83.975525,87.4039,situp
44.323883,52.15588,80.8608,61.381023,50.07217,45.83556,81.53918,85.65682,situp
43.71149,51.744957,80.066345,61.69417,49.28238,45.81049,81.220604,85.22863,situp
43.500034,50.817455,81.67795,62.352036,49.233532,45.922234,80.17606,83.84209,situp
44.379837,51.369274,72.51892,60.851913,50.555367,44.756832,83.57424,86.1851,situp
43.8007,50.801136,74.88066,61.85705,50.045086,44.955185,82.81549,85.52408,situp
42.594322,49.073788,77.40914,61.077427,50.134277,45.107937,82.90011,85.11932,situp
41.92568,46.96922,83.20313,61.443127,49.578632,44.758377,82.28695,83.11253,situp
43.25321,47.071293,87.68749,63.725483,51.8577,47.002136,83.16547,83.40847,situp
42.962585,45.47918,91.57432,62.96885,51.32642,45.936874,82.40282,81.86157,situp
40.840527,43.145138,91.71934,68.22126,50.495922,49.391876,71.79998,73.85648,situp
40.196407,42.11792,90.14638,69.137,53.29618,52.183704,73.89,75.997444,situp
39.05834,41.674137,87.06643,69.13417,55.31127,53.68344,75.97398,77.16264,situp
