Shoulder_Angle_Left,Shoulder_Angle_Right,Elbow_Angle_Left,Elbow_Angle_Right,Hip_Angle_Left,Hip_Angle_Right,Knee_Angle_Left,Knee_Angle_Right,Label
38.470566,25.012121,40.911793,63.05795,75.55101,142.27434,106.074005,164.56993,squad
46.48673,32.54715,99.58099,67.739555,69.67538,138.26927,98.37984,157.98688,squad
34.93572,24.313984,75.451866,53.451515,64.33004,138.89339,92.97585,155.47873,squad
48.612843,35.246223,92.36731,53.691883,61.268925,131.12318,92.874756,151.86913,squad
43.700497,30.654785,83.46992,49.2225,54.064472,129.90419,91.25283,152.46312,squad
39.183914,31.017437,87.714775,50.161713,52.3268,129.33978,85.56777,150.1742,squad
43.7192,35.34123,56.61061,49.98572,45.23714,122.91488,85.7916,151.16122,squad
46.322384,36.220654,64.288414,49.70717,45.451256,121.90003,87.92381,151.93822,squad
49.130215,41.924576,57.00816,48.884216,53.693356,119.9123,93.71218,146.24643,squad
47.356907,36.37945,62.123383,52.538815,50.25582,123.84844,92.68048,153.73651,squad
46.304115,37.644276,92.43501,56.537098,64.28356,131.16888,97.70079,154.99255,squad
36.80376,27.506027,60.5996,56.736687,66.362366,135.82631,103.62126,164.18285,squad
36.02925,23.854507,47.989376,56.846684,69.533875,136.42175,102.73194,156.68452,squad
46.01696,33.553444,38.417732,67.93924,82.83381,141.76974,113.88574,162.5634,squad
36.645576,23.882156,42.36365,61.5081,82.575836,143.64194,113.56765,163.64906,squad
42.881138,29.381018,19.140087,63.629166,98.044304,150.52945,122.83164,167.37402,squad
34.406147,18.953049,28.83369,62.324215,97.13571,151.6284,121.32857,168.46893,squad
31.365255,17.400011,31.87658,60.480503,99.15264,151.26993,123.59706,167.11942,squad
35.12933,20.443703,51.826504,60.9693,101.89635,149.96893,126.66018,165.60579,squad
33.183758,15.320566,43.519073,63.353046,107.34961,160.75098,134.81801,174.18239,squad
32.382713,14.149347,49.01229,64.83361,111.1041,162.39783,138.25821,174.40616,squad
32.123375,14.63445,54.8718,66.7817,111.17281,162.06294,137.89662,173.08946,squad
30.243319,18.860342,56.449974,64.995766,104.54341,150.9546,129.0455,164.55182,squad
27.325232,14.379949,53.300423,59.93506,102.37489,150.98889,126.56031,164.46672,squad
30.821152,15.772622,45.08353,61.932507,98.29116,148.82332,122.833855,162.14285,squad
34.431267,22.995558,72.330215,68.49508,97.60165,151.72351,117.915886,163.3367,squad
28.572556,19.301594,63.173462,69.26163,88.042274,147.28932,113.70452,161.00061,squad
25.168465,20.642258,105.84503,69.216896,83.625275,147.50067,108.72032,161.02777,squad
30.166843,19.614363,107.8488,67.51196,77.19218,144.89938,101.66291,158.62415,squad
34.672672,23.114122,120.54451,66.168625,71.68024,142.41531,99.069695,161.47821,squad
36.620537,23.985842,124.4035,56.552006,61.407543,138.71117,88.23013,154.11462,squad
46.673706,32.884777,120.93576,58.143555,55.44587,129.43102,90.12504,154.6721,squad
43.127632,28.120062,134.94106,57.80005,55.88165,132.82611,87.29879,151.64508,squad
40.773388,29.779938,106.48079,54.000786,54.362877,131.65254,86.71736,151.34348,squad
42.879234,32.63221,125.13373,57.21679,54.66748,129.88382,88.122894,150.79959,squad
47.10524,35.75167,114.11607,58.123165,50.401802,125.12574,89.2143,148.13438,squad
40.655594,30.662703,112.41883,57.531487,53.62005,129.23569,87.021416,148.51729,squad
35.17868,29.699106,86.99651,51.458916,55.883114,131.31874,87.007965,148.18506,squad
38.412216,26.62773,117.85106,59.530388,61.307167,136.16916,89.69604,151.96332,squad
38.269085,25.436117,92.89892,61.62591,65.18893,137.97934,94.790634,155.2047,squad
29.544996,21.777285,93.029526,71.390656,76.34427,141.95581,104.81897,159.8623,squad
28.55588,22.575443,87.930214,73.50081,82.255615,142.64984,112.55262,161.15125,squad
35.405064,24.92541,124.23116,70.99449,95.286385,150.29288,116.81896,163.37552,squad
33.363003,26.572586,68.04105,74.22553,99.7599,153.9628,119.558754,166.66539,squad
27.206644,18.425114,55.74989,65.665985,95.56706,151.55423,118.977066,164.72806,squad
24.750423,15.112408,56.35526,67.00331,100.791115,152.85449,123.18483,167.0796,squad
22.949566,14.000296,68.62804,64.14026,104.39193,152.74579,126.715904,167.32747,squad
27.102064,17.807878,51.49073,68.904274,107.16293,154.26315,129.8782,166.8852,squad
28.539906,15.823488,50.585194,67.58049,107.402954,154.61531,130.4486,166.56396,squad
27.386448,11.701576,42.88627,66.50429,106.77896,154.02126,130.05583,166.71986,squad
23.040518,12.634322,54.412918,66.41887,104.97166,154.27362,127.254585,166.56082,squad
27.014835,17.95795,66.92332,71.303314,106.49597,154.52333,125.42524,165.64644,squad
29.569677,17.141874,67.23701,69.06831,105.2775,154.93565,123.386444,165.66563,squad
27.611288,18.577944,87.84786,70.831764,102.417496,155.2476,119.5577,166.01233,squad
33.317204,20.22393,70.55021,65.10579,97.80761,152.88898,116.89282,164.16876,squad
20.530827,19.004147,100.88843,69.43155,86.05156,146.16165,109.754036,161.11594,squad
28.682077,17.619614,140.00685,67.08362,82.44669,144.3501,108.20788,161.90868,squad
31.872595,19.72378,108.99958,67.245316,74.152534,142.56044,100.84995,161.46695,squad
33.77697,24.278727,134.2075,69.128624,69.95849,137.35829,99.56115,158.31465,squad
33.05487,23.466059,120.927444,63.12067,62.354507,137.42307,89.87159,152.33916,squad
37.798088,27.122028,138.30452,64.47753,59.11239,133.40857,89.056595,152.27281,squad
40.581394,29.93307,126.253525,65.290016,55.319687,130.2974,88.60838,150.77666,squad
